,Unnamed: 0,song_popularity,song_duration_ms,acousticness,danceability,energy,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
4953,4953,66.0,188960.0,0.46,0.7879999999999999,0.488,7.0,0.0751,7.319,1.0,0.0286,101.974,4.0,0.48
4954,4954,66.0,236333.0,0.919,0.5920000000000001,0.0562,2.0,0.111,14.344,1.0,0.0599,127.005,4.0,0.266
4955,4955,59.0,243898.0,0.614,0.387,0.174,2.0,0.12,14.765,1.0,0.0323,161.304,4.0,0.213
4956,4956,57.0,205560.0,0.131,0.58,0.653,4.0,0.116,6.051,1.0,0.0275,94.021,4.0,0.232
4957,4957,53.0,297746.0,0.8240000000000001,0.519,0.354,1.0,0.147,10.501,1.0,0.0321,82.214,4.0,0.37
4958,4958,14.0,164194.0,0.856,0.757,0.29,8.0,0.0877,6.217,1.0,0.0324,123.003,4.0,0.226
4959,4959,13.0,266997.0,0.768,0.639,0.381,10.0,0.214,9.428,1.0,0.0321,89.897,4.0,0.489
4960,4960,52.0,228787.0,0.625,0.489,0.438,8.0,0.122,8.748,1.0,0.0265,84.984,4.0,0.188
4961,4961,56.0,304026.0,0.129,0.659,0.518,5.0,0.107,7.56,1.0,0.0399,127.892,4.0,0.356
4962,4962,61.0,223880.0,0.6729999999999999,0.564,0.452,4.0,0.0923,8.588,1.0,0.0603,147.912,4.0,0.173
4963,4963,63.0,213249.0,0.7959999999999999,0.473,0.25,5.0,0.101,11.263,1.0,0.0304,145.027,4.0,0.261
4964,4964,62.0,195200.0,0.857,0.657,0.32,1.0,0.144,15.104,1.0,0.031,115.724,4.0,0.39
4965,4965,38.0,180893.0,0.966,0.606,0.184,10.0,0.0962,15.26,1.0,0.0327,104.491,3.0,0.793
4966,4966,37.0,146733.0,0.968,0.638,0.203,5.0,0.122,14.071,0.0,0.128,166.848,4.0,0.68
4967,4967,32.0,172013.0,0.976,0.645,0.206,4.0,0.0697,12.063,1.0,0.0506,137.94,4.0,0.795
4968,4968,31.0,140866.0,0.78,0.6459999999999999,0.513,7.0,0.132,15.219,1.0,0.0802,116.497,4.0,0.954
4969,4969,39.0,163333.0,0.748,0.653,0.716,4.0,0.062,7.443,1.0,0.366,124.51,4.0,0.877
4970,4970,29.0,167826.0,0.815,0.573,0.36,5.0,0.223,10.027,1.0,0.0544,204.158,4.0,0.951
4971,4971,30.0,152733.0,0.937,0.565,0.236,2.0,0.127,11.829,1.0,0.0313,68.014,4.0,0.68
4972,4972,30.0,156373.0,0.909,0.7090000000000001,0.341,8.0,0.181,9.739,1.0,0.0389,104.498,4.0,0.895
4973,4973,24.0,196293.0,0.866,0.472,0.152,7.0,0.122,13.995,1.0,0.0303,109.799,3.0,0.4
4974,4974,27.0,129133.0,0.848,0.414,0.215,0.0,0.151,15.608,1.0,0.0314,128.099,4.0,0.326
4975,4975,28.0,161120.0,0.866,0.8270000000000001,0.271,4.0,0.101,11.885,1.0,0.204,102.831,4.0,0.83
4976,4976,26.0,177466.0,0.759,0.613,0.485,1.0,0.0591,6.534,0.0,0.0379,162.11,4.0,0.564
4977,4977,27.0,161626.0,0.7020000000000001,0.511,0.469,7.0,0.208,9.713,1.0,0.0332,121.307,4.0,0.584
4978,4978,26.0,190693.0,0.988,0.6559999999999999,0.132,2.0,0.0972,14.057,1.0,0.044,100.794,4.0,0.469
4979,4979,31.0,165000.0,0.508,0.71,0.757,4.0,0.417,8.149,1.0,0.0448,119.675,4.0,0.962
4980,4980,31.0,174106.0,0.742,0.562,0.255,0.0,0.138,10.256,1.0,0.031,114.008,4.0,0.501
4981,4981,29.0,180560.0,0.732,0.7559999999999999,0.175,7.0,0.0737,15.094,1.0,0.138,133.907,4.0,0.783
4982,4982,28.0,169706.0,0.8140000000000001,0.5539999999999999,0.368,9.0,0.241,11.351,1.0,0.0352,143.693,4.0,0.902
4983,4983,30.0,168826.0,0.889,0.835,0.198,9.0,0.461,10.243,0.0,0.045,98.261,4.0,0.711
4984,4984,22.0,130506.0,0.449,0.7390000000000001,0.466,2.0,0.0835,13.419,1.0,0.032,124.18,4.0,0.947
4985,4985,33.0,166160.0,0.866,0.568,0.196,2.0,0.229,13.042,1.0,0.0325,123.302,3.0,0.565
4986,4986,36.0,163240.0,0.945,0.599,0.287,7.0,0.376,11.271,1.0,0.0255,102.656,4.0,0.563
4987,4987,24.0,153373.0,0.8370000000000001,0.556,0.243,10.0,0.0795,15.507,1.0,0.0312,89.933,4.0,0.439
4988,4988,25.0,173693.0,0.758,0.664,0.538,9.0,0.0674,12.73,1.0,0.0687,112.304,4.0,0.668
4989,4989,22.0,159266.0,0.841,0.877,0.228,0.0,0.0654,13.273,1.0,0.0617,114.503,4.0,0.888
4990,4990,24.0,178226.0,0.988,0.6829999999999999,0.185,3.0,0.0903,15.299,1.0,0.173,192.298,4.0,0.925
4991,4991,21.0,161933.0,0.906,0.433,0.252,9.0,0.13,14.077,1.0,0.027,90.78,3.0,0.329
4992,4992,36.0,165240.0,0.952,0.764,0.22,0.0,0.161,13.096,1.0,0.0544,126.164,4.0,0.688
4993,4993,25.0,183893.0,0.281,0.6970000000000001,0.182,9.0,0.13,15.723,0.0,0.0603,127.882,4.0,0.308
4994,4994,24.0,135933.0,0.551,0.611,0.422,5.0,0.0675,12.797,1.0,0.0733,193.921,4.0,0.881
4995,4995,54.0,182500.0,0.784,0.6459999999999999,0.273,7.0,0.1,14.194,1.0,0.214,200.382,4.0,0.897
4996,4996,28.0,148733.0,0.773,0.755,0.523,7.0,0.191,12.045,1.0,0.165,126.734,4.0,0.883
4997,4997,39.0,163053.0,0.885,0.583,0.232,2.0,0.15,8.386,1.0,0.034,113.491,4.0,0.517
4998,4998,33.0,177626.0,0.618,0.7979999999999999,0.312,11.0,0.144,16.142,0.0,0.075,135.395,4.0,0.388
4999,4999,22.0,171240.0,0.973,0.677,0.293,5.0,0.132,10.6,1.0,0.0383,70.571,4.0,0.733
5000,5000,25.0,185533.0,0.986,0.579,0.194,3.0,0.129,21.411,1.0,0.83,74.209,4.0,0.638
5001,5001,28.0,165640.0,0.591,0.602,0.523,11.0,0.0944,8.344,1.0,0.0325,161.527,5.0,0.85
5002,5002,22.0,163056.0,0.893,0.742,0.351,7.0,0.136,14.295,0.0,0.0552,181.978,4.0,0.966
5003,5003,23.0,156706.0,0.878,0.853,0.532,2.0,0.134,8.312,1.0,0.0418,111.727,4.0,0.973
5004,5004,26.0,172586.0,0.957,0.7070000000000001,0.163,0.0,0.0988,12.704,1.0,0.0369,142.451,4.0,0.519
5005,5005,18.0,185200.0,0.8340000000000001,0.363,0.127,9.0,0.102,16.746,1.0,0.0347,80.116,4.0,0.138
5006,5006,26.0,141946.0,0.71,0.588,0.37,1.0,0.139,13.494,0.0,0.0341,126.409,4.0,0.739
5007,5007,31.0,163560.0,0.968,0.86,0.307,3.0,0.22,13.644,1.0,0.0552,114.806,4.0,0.964
5008,5008,34.0,177600.0,0.9,0.737,0.316,4.0,0.111,14.106,1.0,0.0391,140.832,4.0,0.822
5009,5009,24.0,138000.0,0.938,0.715,0.275,4.0,0.396,11.992,1.0,0.0477,158.373,4.0,0.808
5010,5010,22.0,135999.0,0.984,0.8140000000000001,0.194,9.0,0.103,17.149,1.0,0.0405,94.436,4.0,0.829
5011,5011,25.0,157733.0,0.882,0.903,0.275,2.0,0.448,13.124,1.0,0.0675,112.322,4.0,0.964
5012,5012,34.0,151640.0,0.78,0.657,0.411,4.0,0.127,9.809,1.0,0.0294,145.96,4.0,0.91
5013,5013,19.0,157373.0,0.979,0.7020000000000001,0.292,7.0,0.29,11.183,1.0,0.0482,112.171,4.0,0.923
5014,5014,31.0,172000.0,0.7609999999999999,0.8190000000000001,0.457,2.0,0.0576,11.173,1.0,0.0409,106.091,4.0,0.805
5015,5015,23.0,152893.0,0.863,0.732,0.311,9.0,0.113,12.855,1.0,0.13,124.942,4.0,0.885
5016,5016,28.0,163426.0,0.938,0.636,0.399,4.0,0.117,9.616,1.0,0.05,166.983,4.0,0.924
5017,5017,19.0,135706.0,0.995,0.422,0.294,0.0,0.366,13.664,1.0,0.0485,171.581,4.0,0.697
5018,5018,33.0,169000.0,0.617,0.74,0.382,10.0,0.116,15.948,1.0,0.0563,148.269,4.0,0.836
5019,5019,22.0,172906.0,0.8079999999999999,0.6829999999999999,0.448,0.0,0.18,11.507,1.0,0.0309,113.424,4.0,0.645
5020,5020,19.0,165733.0,0.977,0.807,0.379,5.0,0.0597,8.774,1.0,0.0311,93.449,4.0,0.842
5021,5021,21.0,128199.0,0.804,0.737,0.717,3.0,0.159,10.418,1.0,0.107,125.952,4.0,0.845
5022,5022,21.0,172733.0,0.977,0.609,0.118,0.0,0.113,15.232,1.0,0.031,144.128,4.0,0.629
5023,5023,27.0,140280.0,0.477,0.805,0.521,9.0,0.246,7.929,1.0,0.0587,126.491,4.0,0.935
5024,5024,19.0,181306.0,0.889,0.6759999999999999,0.349,4.0,0.0809,11.258,1.0,0.0765,185.516,4.0,0.776
5025,5025,19.0,172800.0,0.99,0.8490000000000001,0.113,4.0,0.15,16.883,1.0,0.156,96.318,4.0,0.783
5026,5026,27.0,155160.0,0.47,0.742,0.327,7.0,0.0669,13.062,1.0,0.317,174.334,4.0,0.903
5027,5027,32.0,173933.0,0.737,0.8190000000000001,0.439,7.0,0.102,11.729,1.0,0.0358,105.082,4.0,0.909
5028,5028,21.0,168160.0,0.983,0.726,0.0782,9.0,0.196,14.426,1.0,0.0322,133.092,4.0,0.499
5029,5029,29.0,154920.0,0.477,0.731,0.555,2.0,0.326,8.365,1.0,0.175,136.342,4.0,0.961
5030,5030,0.0,168040.0,0.203,0.6759999999999999,0.103,7.0,0.223,16.661,1.0,0.0323,109.644,3.0,0.687
5031,5031,35.0,164520.0,0.924,0.596,0.144,2.0,0.219,10.307,1.0,0.0298,115.681,4.0,0.451
5032,5032,21.0,166026.0,0.968,0.723,0.249,9.0,0.342,10.896,1.0,0.0458,94.125,4.0,0.812
5033,5033,19.0,169795.0,0.8590000000000001,0.745,0.315,0.0,0.0811,11.425,0.0,0.127,167.86,3.0,0.936
5034,5034,33.0,167920.0,0.769,0.569,0.701,2.0,0.211,7.404,1.0,0.0307,97.436,4.0,0.933
5035,5035,40.0,113240.0,0.794,0.7290000000000001,0.486,4.0,0.192,10.84,1.0,0.0299,100.161,4.0,0.978
5036,5036,50.0,156306.0,0.414,0.593,0.537,9.0,0.147,10.906,1.0,0.0444,126.071,4.0,0.843
5037,5037,33.0,169000.0,0.617,0.74,0.382,10.0,0.116,15.948,1.0,0.0563,148.269,4.0,0.836
5038,5038,53.0,174933.0,0.885,0.507,0.188,7.0,0.0895,15.554,1.0,0.0348,164.279,4.0,0.872
5039,5039,36.0,181506.0,0.887,0.6609999999999999,0.288,1.0,0.132,6.635,1.0,0.0255,96.513,3.0,0.417
5040,5040,47.0,165453.0,0.7090000000000001,0.626,0.797,10.0,0.128,9.607,1.0,0.0687,149.483,4.0,0.955
5041,5041,71.0,136026.0,0.733,0.357,0.756,0.0,0.76,8.492,1.0,0.0621,174.797,4.0,0.95
5042,5042,37.0,155760.0,0.674,0.648,0.228,4.0,0.122,12.684,1.0,0.0292,114.258,4.0,0.544
5043,5043,34.0,150933.0,0.701,0.565,0.23,9.0,0.346,9.772,1.0,0.0284,137.81,4.0,0.792
5044,5044,48.0,177693.0,0.664,0.379,0.53,0.0,0.14,11.281,1.0,0.0313,159.177,4.0,0.574
5045,5045,52.0,163026.0,0.777,0.863,0.382,10.0,0.109,14.34,1.0,0.0464,105.766,4.0,0.744
5046,5046,39.0,163053.0,0.885,0.583,0.232,2.0,0.15,8.386,1.0,0.034,113.491,4.0,0.517
5047,5047,74.0,146480.0,0.41,0.647,0.582,10.0,0.0715,9.538,0.0,0.0755,167.396,4.0,0.915
5048,5048,43.0,152200.0,0.752,0.455,0.244,2.0,0.0959,16.097,1.0,0.041,146.483,3.0,0.383
5049,5049,38.0,146666.0,0.911,0.512,0.256,3.0,0.358,7.178,1.0,0.0305,114.972,4.0,0.718
5050,5050,35.0,164762.0,0.68,0.713,0.583,10.0,0.127,9.211,1.0,0.0831,178.991,4.0,0.851
5051,5051,64.0,122893.0,0.856,0.6970000000000001,0.55,2.0,0.0907,11.496,1.0,0.18,84.802,4.0,0.844
5052,5052,2.0,143373.0,0.532,0.774,0.299,7.0,0.0897,13.219,1.0,0.0622,140.481,4.0,0.963
5053,5053,40.0,152906.0,0.6659999999999999,0.506,0.42,5.0,0.204,9.785,1.0,0.0334,116.76,4.0,0.761
5054,5054,35.0,185026.0,0.71,0.807,0.319,5.0,0.126,17.234,1.0,0.0443,94.789,4.0,0.689
5055,5055,48.0,151626.0,0.764,0.703,0.776,9.0,0.0988,10.983,1.0,0.139,177.283,4.0,0.921
5056,5056,33.0,171288.0,0.635,0.83,0.583,8.0,0.097,10.736,1.0,0.0905,92.377,4.0,0.873
5057,5057,35.0,133466.0,0.957,0.7040000000000001,0.227,9.0,0.0895,14.351,1.0,0.0914,85.026,4.0,0.679
5058,5058,56.0,158306.0,0.7959999999999999,0.693,0.324,11.0,0.246,15.085,1.0,0.205,144.14,4.0,0.382
5059,5059,50.0,111240.0,0.55,0.5920000000000001,0.627,10.0,0.43,10.14,1.0,0.0662,79.567,4.0,0.909
5060,5060,33.0,177866.0,0.597,0.648,0.449,0.0,0.0537,10.971,1.0,0.0416,117.197,4.0,0.974
5061,5061,39.0,139733.0,0.91,0.528,0.121,9.0,0.125,21.213,1.0,0.0345,87.834,4.0,0.38
5062,5062,65.0,127560.0,0.84,0.696,0.21,4.0,0.107,11.922,1.0,0.067,93.543,4.0,0.717
5063,5063,32.0,161440.0,0.261,0.745,0.408,7.0,0.112,9.703,1.0,0.0368,120.981,4.0,0.676
5064,5064,46.0,147440.0,0.84,0.595,0.308,3.0,0.0942,11.626,1.0,0.0333,119.755,4.0,0.624
5065,5065,27.0,184040.0,0.8420000000000001,0.7759999999999999,0.198,9.0,0.35,11.406,1.0,0.0318,117.755,3.0,0.567
5066,5066,31.0,157146.0,0.763,0.742,0.503,10.0,0.128,7.474,1.0,0.0309,112.825,4.0,0.856
5067,5067,41.0,145640.0,0.391,0.546,0.469,5.0,0.091,8.967,1.0,0.0289,142.712,4.0,0.779
5068,5068,64.0,117080.0,0.8809999999999999,0.624,0.468,10.0,0.144,12.162,1.0,0.132,74.139,4.0,0.952
5069,5069,60.0,142906.0,0.7240000000000001,0.547,0.523,9.0,0.103,9.176,1.0,0.0572,169.598,4.0,0.89
5070,5070,45.0,167622.0,0.452,0.7020000000000001,0.727,2.0,0.352,9.209,1.0,0.0451,131.398,4.0,0.971
5071,5071,31.0,175266.0,0.812,0.5479999999999999,0.349,11.0,0.13,10.805,1.0,0.0295,94.379,4.0,0.702
5072,5072,25.0,150493.0,0.8220000000000001,0.568,0.512,3.0,0.0941,12.223,1.0,0.0764,177.144,4.0,0.892
5073,5073,26.0,148306.0,0.527,0.345,0.684,8.0,0.359,9.338,0.0,0.0311,202.968,4.0,0.962
5074,5074,30.0,178706.0,0.7120000000000001,0.637,0.576,8.0,0.101,12.716,1.0,0.0373,137.723,4.0,0.876
5075,5075,49.0,130826.0,0.583,0.6779999999999999,0.407,3.0,0.121,11.037,0.0,0.055,97.957,4.0,0.641
5076,5076,35.0,129533.0,0.816,0.6409999999999999,0.383,9.0,0.147,9.542,1.0,0.0279,82.536,4.0,0.608
5077,5077,32.0,168106.0,0.7879999999999999,0.507,0.358,3.0,0.0673,12.085,1.0,0.0324,116.489,4.0,0.814
5078,5078,33.0,148600.0,0.8109999999999999,0.622,0.648,1.0,0.146,8.825,1.0,0.0308,114.055,4.0,0.808
5079,5079,34.0,163346.0,0.918,0.438,0.243,3.0,0.0916,12.28,1.0,0.027,78.745,3.0,0.442
5080,5080,31.0,161533.0,0.797,0.7340000000000001,0.309,0.0,0.0883,8.149,1.0,0.0344,117.662,4.0,0.683
5081,5081,24.0,192960.0,0.823,0.691,0.26,2.0,0.102,14.15,1.0,0.0297,79.08,4.0,0.447
5082,5082,33.0,125906.0,0.8959999999999999,0.624,0.474,4.0,0.0772,6.028,1.0,0.0355,80.548,4.0,0.811
5083,5083,32.0,181653.0,0.863,0.669,0.187,4.0,0.339,12.353,1.0,0.043,128.878,3.0,0.517
5084,5084,30.0,136960.0,0.26,0.531,0.804,2.0,0.272,3.438,1.0,0.0383,168.761,4.0,0.97
5085,5085,52.0,175333.0,0.8740000000000001,0.789,0.25,7.0,0.125,12.786,1.0,0.0413,141.076,4.0,0.87
5086,5086,26.0,149360.0,0.329,0.737,0.611,2.0,0.0712,8.686,1.0,0.0291,110.107,4.0,0.646
5087,5087,26.0,164293.0,0.861,0.418,0.498,11.0,0.273,7.275,1.0,0.0348,167.583,3.0,0.6
5088,5088,53.0,172026.0,0.716,0.728,0.679,5.0,0.0901,5.78,1.0,0.0262,101.601,4.0,0.869
5089,5089,29.0,113640.0,0.6809999999999999,0.934,0.651,11.0,0.0925,6.264,1.0,0.0318,122.587,4.0,0.962
5090,5090,27.0,162933.0,0.895,0.667,0.33,2.0,0.119,9.947,1.0,0.0302,127.109,4.0,0.464
5091,5091,26.0,173800.0,0.747,0.55,0.257,5.0,0.161,10.82,1.0,0.0254,102.787,4.0,0.471
5092,5092,38.0,168640.0,0.848,0.388,0.157,9.0,0.309,15.955,1.0,0.0291,95.965,3.0,0.227
5093,5093,21.0,163000.0,0.642,0.675,0.312,4.0,0.0898,9.351,1.0,0.0316,127.179,4.0,0.644
5094,5094,39.0,153693.0,0.8170000000000001,0.636,0.382,11.0,0.234,7.649,0.0,0.0329,111.216,4.0,0.69
5095,5095,25.0,137106.0,0.608,0.552,0.463,2.0,0.323,11.568,1.0,0.106,198.372,4.0,0.909
5096,5096,28.0,160379.0,0.459,0.586,0.434,9.0,0.0606,6.148,1.0,0.0302,76.235,4.0,0.799
5097,5097,39.0,162133.0,0.91,0.454,0.0659,9.0,0.103,15.13,1.0,0.0404,78.135,4.0,0.282
5098,5098,27.0,130133.0,0.83,0.7759999999999999,0.256,9.0,0.112,11.046,1.0,0.0505,127.867,4.0,0.772
5099,5099,26.0,127746.0,0.889,0.482,0.257,5.0,0.13,11.482,1.0,0.0281,97.12,4.0,0.586
5100,5100,35.0,164520.0,0.924,0.596,0.144,2.0,0.219,10.307,1.0,0.0298,115.681,4.0,0.451
5101,5101,35.0,137760.0,0.667,0.6709999999999999,0.606,7.0,0.0524,4.426,1.0,0.0471,79.403,4.0,0.921
5102,5102,35.0,190653.0,0.97,0.242,0.261,3.0,0.1,7.895,1.0,0.0335,203.913,4.0,0.386
5103,5103,55.0,154000.0,0.8059999999999999,0.7490000000000001,0.315,0.0,0.121,9.159,1.0,0.0344,134.834,3.0,0.813
5104,5104,29.0,180560.0,0.732,0.7559999999999999,0.175,7.0,0.0737,15.094,1.0,0.138,133.907,4.0,0.783
5105,5105,25.0,132626.0,0.6829999999999999,0.7509999999999999,0.411,2.0,0.0934,10.854,1.0,0.0308,93.939,4.0,0.967
5106,5106,30.0,143200.0,0.728,0.6709999999999999,0.29,4.0,0.318,6.781,1.0,0.0368,115.991,4.0,0.608
5107,5107,30.0,130933.0,0.516,0.525,0.622,4.0,0.505,10.18,1.0,0.0367,135.816,4.0,0.965
5108,5108,61.0,123520.0,0.318,0.7090000000000001,0.62,2.0,0.0426,9.382,1.0,0.034,93.723,4.0,0.936
5109,5109,34.0,154440.0,0.946,0.595,0.289,11.0,0.246,11.768,1.0,0.0292,83.428,4.0,0.505
5110,5110,28.0,174693.0,0.925,0.631,0.339,3.0,0.106,9.796,1.0,0.0249,103.224,4.0,0.6
5111,5111,52.0,153533.0,0.789,0.388,0.434,7.0,0.728,11.997,1.0,0.0354,206.313,4.0,0.873
5112,5112,40.0,179293.0,0.8240000000000001,0.478,0.29,1.0,0.114,8.591,1.0,0.0243,79.111,4.0,0.375
5113,5113,37.0,176626.0,0.639,0.515,0.603,10.0,0.121,6.246,1.0,0.0318,127.151,4.0,0.892
5114,5114,47.0,163506.0,0.947,0.6659999999999999,0.129,0.0,0.333,17.21,1.0,0.0322,128.054,4.0,0.562
5115,5115,20.0,167906.0,0.231,0.8009999999999999,0.607,0.0,0.315,13.441,1.0,0.0596,125.263,4.0,0.908
5116,5116,38.0,107186.0,0.83,0.628,0.399,0.0,0.353,12.447,1.0,0.18,87.807,4.0,0.924
5117,5117,31.0,179600.0,0.8909999999999999,0.326,0.495,10.0,0.241,10.839,1.0,0.0386,109.915,4.0,0.723
5118,5118,34.0,149026.0,0.7929999999999999,0.672,0.731,10.0,0.0687,10.139,1.0,0.0343,102.98,4.0,0.943
5119,5119,31.0,172000.0,0.7609999999999999,0.8190000000000001,0.457,2.0,0.0576,11.173,1.0,0.0409,106.091,4.0,0.805
5120,5120,51.0,151426.0,0.8540000000000001,0.632,0.559,5.0,0.127,10.49,1.0,0.0674,182.942,4.0,0.884
5121,5121,28.0,166040.0,0.945,0.732,0.243,4.0,0.0955,7.638,1.0,0.0299,115.14,3.0,0.432
5122,5122,23.0,155306.0,0.812,0.633,0.232,7.0,0.265,11.325,1.0,0.0314,121.855,4.0,0.622
5123,5123,37.0,179306.0,0.83,0.545,0.392,2.0,0.0903,10.091,1.0,0.0481,208.426,4.0,0.951
5124,5124,52.0,182666.0,0.8640000000000001,0.629,0.204,10.0,0.0863,12.619,1.0,0.075,89.199,3.0,0.489
5125,5125,32.0,142000.0,0.752,0.625,0.416,7.0,0.0853,10.282,1.0,0.0316,149.44,4.0,0.833
5126,5126,30.0,144826.0,0.764,0.506,0.742,2.0,0.0854,5.796,1.0,0.03,76.353,4.0,0.731
5127,5127,27.0,169573.0,0.893,0.47,0.159,7.0,0.124,14.795,1.0,0.0403,106.488,4.0,0.418
5128,5128,30.0,183000.0,0.779,0.7829999999999999,0.615,5.0,0.153,10.7,1.0,0.0754,104.663,4.0,0.9
5129,5129,26.0,176600.0,0.952,0.528,0.168,2.0,0.289,12.053,1.0,0.0305,82.83,4.0,0.39
5130,5130,62.0,259306.0,0.835,0.654,0.452,2.0,0.16,9.709,1.0,0.03,106.662,3.0,0.691
5131,5131,0.0,148093.0,0.589,0.66,0.115,7.0,0.193,13.591,1.0,0.0274,96.671,4.0,0.395
5132,5132,5.0,136612.0,0.923,0.581,0.278,1.0,0.224,11.037,1.0,0.0442,166.52,3.0,0.773
5133,5133,47.0,225266.0,0.758,0.688,0.445,10.0,0.71,11.974,1.0,0.198,101.636,4.0,0.92
5134,5134,45.0,178266.0,0.6509999999999999,0.679,0.202,3.0,0.117,17.938,1.0,0.0295,95.89,4.0,0.591
5135,5135,45.0,146760.0,0.858,0.615,0.306,0.0,0.15,12.026,1.0,0.0289,103.818,3.0,0.613
5136,5136,44.0,160626.0,0.71,0.7140000000000001,0.346,11.0,0.0998,11.666,1.0,0.0371,113.264,4.0,0.57
5137,5137,46.0,177333.0,0.338,0.557,0.438,9.0,0.136,6.034,1.0,0.0268,87.895,3.0,0.45
5138,5138,44.0,117053.0,0.333,0.68,0.404,11.0,0.114,12.732,1.0,0.0307,82.02,4.0,0.917
5139,5139,43.0,166266.0,0.552,0.7070000000000001,0.483,0.0,0.388,9.929,1.0,0.0371,128.32,4.0,0.79
5140,5140,43.0,150093.0,0.8540000000000001,0.622,0.344,4.0,0.31,12.833,1.0,0.0396,118.377,4.0,0.673
5141,5141,43.0,144120.0,0.133,0.547,0.254,9.0,0.263,16.548,1.0,0.0461,139.65,4.0,0.903
5142,5142,44.0,126533.0,0.454,0.465,0.674,9.0,0.233,8.318,1.0,0.0833,171.246,4.0,0.923
5143,5143,43.0,176360.0,0.861,0.251,0.338,8.0,0.144,11.897,1.0,0.0382,81.642,3.0,0.353
5144,5144,41.0,152800.0,0.526,0.757,0.701,4.0,0.121,7.345,1.0,0.0347,112.947,4.0,0.884
5145,5145,59.0,186200.0,0.326,0.192,0.392,5.0,0.248,11.667,1.0,0.0328,172.312,4.0,0.391
5146,5146,44.0,154626.0,0.8059999999999999,0.546,0.258,7.0,0.165,12.894,1.0,0.0317,100.683,4.0,0.464
5147,5147,42.0,157640.0,0.629,0.578,0.447,4.0,0.19,14.212,1.0,0.032,116.128,4.0,0.808
5148,5148,40.0,186800.0,0.386,0.731,0.465,2.0,0.0854,8.133,1.0,0.03,120.877,4.0,0.519
5149,5149,44.0,193422.0,0.879,0.648,0.165,4.0,0.13,16.446,1.0,0.0348,99.585,4.0,0.435
5150,5150,39.0,166053.0,0.812,0.616,0.332,9.0,0.332,13.455,1.0,0.0319,115.88,4.0,0.662
5151,5151,42.0,200240.0,0.555,0.328,0.365,2.0,0.146,13.772,0.0,0.0582,178.103,4.0,0.344
5152,5152,38.0,169200.0,0.346,0.643,0.504,7.0,0.247,11.231,1.0,0.0395,91.688,4.0,0.705
5153,5153,40.0,201000.0,0.943,0.638,0.301,11.0,0.13,17.691,1.0,0.0474,122.767,4.0,0.676
5154,5154,55.0,143693.0,0.336,0.552,0.474,7.0,0.173,6.847,1.0,0.0275,92.156,4.0,0.7
5155,5155,41.0,137493.0,0.649,0.454,0.326,11.0,0.129,11.214,1.0,0.0283,107.64,4.0,0.708
5156,5156,42.0,160784.0,0.608,0.623,0.51,6.0,0.0699,13.092,0.0,0.0374,145.604,4.0,0.54
5157,5157,54.0,178626.0,0.189,0.597,0.415,3.0,0.123,13.799,1.0,0.0323,108.987,4.0,0.826
5158,5158,55.0,182560.0,0.596,0.516,0.457,8.0,0.106,12.609,1.0,0.184,173.934,4.0,0.455
5159,5159,56.0,239066.0,0.21,0.5,0.189,7.0,0.129,17.563,1.0,0.0307,93.259,4.0,0.587
5160,5160,35.0,134706.0,0.6659999999999999,0.701,0.565,7.0,0.356,10.715,1.0,0.046,90.403,4.0,0.913
5161,5161,40.0,151773.0,0.37,0.594,0.48,7.0,0.33,12.03,1.0,0.0351,91.18,4.0,0.799
5162,5162,9.0,161413.0,0.0985,0.669,0.407,9.0,0.1,11.588,1.0,0.0284,135.367,4.0,0.69
5163,5163,63.0,155706.0,0.267,0.6609999999999999,0.517,7.0,0.431,8.004,1.0,0.0269,104.563,4.0,0.676
5164,5164,38.0,168240.0,0.6609999999999999,0.3720000000000001,0.184,7.0,0.207,16.772,1.0,0.031,83.535,4.0,0.541
5165,5165,40.0,157826.0,0.926,0.214,0.215,1.0,0.121,11.312,1.0,0.0318,205.359,3.0,0.477
5166,5166,36.0,166973.0,0.638,0.551,0.146,8.0,0.203,18.9,1.0,0.0488,94.497,4.0,0.297
5167,5167,53.0,255001.0,0.721,0.637,0.189,7.0,0.0939,10.726,1.0,0.0471,120.142,4.0,0.695
5168,5168,37.0,177106.0,0.871,0.59,0.188,7.0,0.0877,12.253,1.0,0.0302,113.907,3.0,0.521
5169,5169,69.0,156426.0,0.0215,0.594,0.577,0.0,0.883,12.772,1.0,0.0534,110.783,4.0,0.89
5170,5170,40.0,140306.0,0.687,0.524,0.497,9.0,0.175,10.824,1.0,0.0372,118.263,4.0,0.913
5171,5171,39.0,148000.0,0.597,0.52,0.525,8.0,0.0847,7.449,1.0,0.0412,147.601,5.0,0.743
5172,5172,36.0,181106.0,0.845,0.474,0.249,10.0,0.129,14.124,1.0,0.0346,110.078,3.0,0.216
5173,5173,41.0,175253.0,0.836,0.619,0.33,9.0,0.154,11.332,1.0,0.0295,99.353,4.0,0.602
5174,5174,21.0,138146.0,0.221,0.4920000000000001,0.334,6.0,0.0852,10.458,1.0,0.0305,136.547,4.0,0.692
5175,5175,58.0,157573.0,0.936,0.232,0.216,10.0,0.246,10.674,1.0,0.0314,94.268,3.0,0.432
5176,5176,46.0,102400.0,0.705,0.564,0.378,9.0,0.0723,14.468,1.0,0.168,197.325,4.0,0.687
